Analysis_type,Analysis_ID,Feature,Mean_abs_SHAP,Normalized_importance,Rank,Risk_Factor,Bootstrap_ID
Grouped calendar-block bootstrap,Bootstrap 165,High_fasting_plasma_glucose,69.968735481711,0.6516872613728599,1,High fasting plasma glucose,165
Grouped calendar-block bootstrap,Bootstrap 165,Low_physical_activity,7.569376540972906,0.07050100640415315,3,Low physical activity,165
Grouped calendar-block bootstrap,Bootstrap 165,Tobacco_use,5.372230460976853,0.05003683620226331,4,Tobacco use,165
Grouped calendar-block bootstrap,Bootstrap 166,High_alcohol_use,8.065857549241798,0.0752585802760949,2,High alcohol use,166
Grouped calendar-block bootstrap,Bootstrap 166,High_fasting_plasma_glucose,88.77566436459037,0.8283223975080266,1,High fasting plasma glucose,166
Grouped calendar-block bootstrap,Bootstrap 166,Low_physical_activity,7.863995102716281,0.07337510030588422,3,Low physical activity,166
Grouped calendar-block bootstrap,Bootstrap 166,Tobacco_use,2.4697382121744074,0.02304392190999439,4,Tobacco use,166
Grouped calendar-block bootstrap,Bootstrap 167,High_alcohol_use,11.985173494522186,0.11065370348820756,2,High alcohol use,167
Grouped calendar-block bootstrap,Bootstrap 167,High_fasting_plasma_glucose,88.88785689367967,0.8206615085639676,1,High fasting plasma glucose,167
Grouped calendar-block bootstrap,Bootstrap 167,Low_physical_activity,4.736190466100679,0.04372711131291583,3,Low physical activity,167
Grouped calendar-block bootstrap,Bootstrap 167,Tobacco_use,2.7032270503394744,0.02495767663490893,4,Tobacco use,167
Grouped calendar-block bootstrap,Bootstrap 168,High_alcohol_use,10.669557162965921,0.09255778747230427,2,High alcohol use,168
Grouped calendar-block bootstrap,Bootstrap 168,High_fasting_plasma_glucose,88.24083596397848,0.7654841167992784,1,High fasting plasma glucose,168
Grouped calendar-block bootstrap,Bootstrap 168,Low_physical_activity,10.190869906714514,0.08840520338159755,3,Low physical activity,168
Grouped calendar-block bootstrap,Bootstrap 168,Tobacco_use,6.173285487269545,0.05355289234681987,4,Tobacco use,168
Grouped calendar-block bootstrap,Bootstrap 169,High_alcohol_use,7.293390711598263,0.062067035840352745,3,High alcohol use,169
Grouped calendar-block bootstrap,Bootstrap 169,High_fasting_plasma_glucose,95.96888974273907,0.8166989476854924,1,High fasting plasma glucose,169
Grouped calendar-block bootstrap,Bootstrap 169,Low_physical_activity,11.101069235451082,0.09447052672048482,2,Low physical activity,169
Grouped calendar-block bootstrap,Bootstrap 169,Tobacco_use,3.1449316845330246,0.026763489753670017,4,Tobacco use,169
Grouped calendar-block bootstrap,Bootstrap 170,High_alcohol_use,6.318590298996252,0.05461293337994106,3,High alcohol use,170
Grouped calendar-block bootstrap,Bootstrap 170,High_fasting_plasma_glucose,96.86792532231878,0.8372502887426155,1,High fasting plasma glucose,170
Grouped calendar-block bootstrap,Bootstrap 170,Low_physical_activity,8.883214436559117,0.07677953076030282,2,Low physical activity,170
Grouped calendar-block bootstrap,Bootstrap 170,Tobacco_use,3.627961092277923,0.03135724711714054,4,Tobacco use,170
Grouped calendar-block bootstrap,Bootstrap 171,High_alcohol_use,6.387837220816051,0.060105890340013346,3,High alcohol use,171
Grouped calendar-block bootstrap,Bootstrap 171,High_fasting_plasma_glucose,86.83281572163105,0.8170470723128713,1,High fasting plasma glucose,171
Grouped calendar-block bootstrap,Bootstrap 171,Low_physical_activity,7.600750700033763,0.07151871162109014,2,Low physical activity,171
Grouped calendar-block bootstrap,Bootstrap 171,Tobacco_use,5.454989314692862,0.051328325726025185,4,Tobacco use,171
Grouped calendar-block bootstrap,Bootstrap 172,High_alcohol_use,10.59661885621574,0.087590288991575,2,High alcohol use,172
Grouped calendar-block bootstrap,Bootstrap 172,High_fasting_plasma_glucose,98.78264428517397,0.8165246365556537,1,High fasting plasma glucose,172
Grouped calendar-block bootstrap,Bootstrap 172,Low_physical_activity,8.085171395518325,0.06683098719403896,3,Low physical activity,172
Grouped calendar-block bootstrap,Bootstrap 172,Tobacco_use,3.5149454630253945,0.029054087258732257,4,Tobacco use,172
Grouped calendar-block bootstrap,Bootstrap 173,High_alcohol_use,14.305933602417216,0.12586745814229286,2,High alcohol use,173
Grouped calendar-block bootstrap,Bootstrap 173,High_fasting_plasma_glucose,88.60319119341233,0.7795547476136786,1,High fasting plasma glucose,173
Grouped calendar-block bootstrap,Bootstrap 173,Low_physical_activity,5.940576255672118,0.05226679040895094,3,Low physical activity,173
Grouped calendar-block bootstrap,Bootstrap 173,Tobacco_use,4.809014342944412,0.042311003835077694,4,Tobacco use,173
Grouped calendar-block bootstrap,Bootstrap 174,High_alcohol_use,14.656657963180367,0.12449732515378902,2,High alcohol use,174
Grouped calendar-block bootstrap,Bootstrap 174,High_fasting_plasma_glucose,88.43154938922208,0.751159738176381,1,High fasting plasma glucose,174
Grouped calendar-block bootstrap,Bootstrap 174,Low_physical_activity,9.392613103109248,0.0797832091380668,3,Low physical activity,174
Grouped calendar-block bootstrap,Bootstrap 174,Tobacco_use,5.2458692149313935,0.04455972753176327,4,Tobacco use,174
Grouped calendar-block bootstrap,Bootstrap 175,High_alcohol_use,54.402645436455224,0.4854146439823308,1,High alcohol use,175
Grouped calendar-block bootstrap,Bootstrap 175,High_fasting_plasma_glucose,42.49551625269301,0.379171742976005,2,High fasting plasma glucose,175
Grouped calendar-block bootstrap,Bootstrap 175,Low_physical_activity,8.781059861446128,0.07835014294314327,3,Low physical activity,175
Grouped calendar-block bootstrap,Bootstrap 175,Tobacco_use,6.395364807446159,0.057063470098521044,4,Tobacco use,175
Grouped calendar-block bootstrap,Bootstrap 176,High_alcohol_use,15.361169401391903,0.12923759840891524,2,High alcohol use,176
Grouped calendar-block bootstrap,Bootstrap 176,High_fasting_plasma_glucose,88.31592788135305,0.7430253597494216,1,High fasting plasma glucose,176
Grouped calendar-block bootstrap,Bootstrap 176,Low_physical_activity,10.162059640322866,0.08549610700110435,3,Low physical activity,176
Grouped calendar-block bootstrap,Bootstrap 176,Tobacco_use,5.020753741538262,0.04224093484055877,4,Tobacco use,176
Grouped calendar-block bootstrap,Bootstrap 177,High_alcohol_use,16.3479854004348,0.14285394912228386,2,High alcohol use,177
Grouped calendar-block bootstrap,Bootstrap 177,High_fasting_plasma_glucose,81.58137805707314,0.7128842939865219,1,High fasting plasma glucose,177
Grouped calendar-block bootstrap,Bootstrap 177,Low_physical_activity,12.328953141543796,0.10773435390799138,3,Low physical activity,177
Grouped calendar-block bootstrap,Bootstrap 177,Tobacco_use,4.180139606599422,0.03652740298320277,4,Tobacco use,177
Grouped calendar-block bootstrap,Bootstrap 178,High_alcohol_use,13.781073579674258,0.12382480557777126,2,High alcohol use,178
Grouped calendar-block bootstrap,Bootstrap 178,High_fasting_plasma_glucose,84.20991793099572,0.7566374749573093,1,High fasting plasma glucose,178
Grouped calendar-block bootstrap,Bootstrap 178,Low_physical_activity,9.382905246273559,0.08430666966237442,3,Low physical activity,178
Grouped calendar-block bootstrap,Bootstrap 178,Tobacco_use,3.921037366887664,0.03523104980254502,4,Tobacco use,178
Grouped calendar-block bootstrap,Bootstrap 179,High_alcohol_use,12.022945907443543,0.10263606471352468,3,High alcohol use,179
Grouped calendar-block bootstrap,Bootstrap 179,High_fasting_plasma_glucose,84.80899257730036,0.7239873918973222,1,High fasting plasma glucose,179
Grouped calendar-block bootstrap,Bootstrap 179,Low_physical_activity,14.009903203555629,0.1195980870994453,2,Low physical activity,179
Grouped calendar-block bootstrap,Bootstrap 179,Tobacco_use,6.299690783757936,0.05377845628970786,4,Tobacco use,179
Grouped calendar-block bootstrap,Bootstrap 180,High_alcohol_use,7.625881119510707,0.06304025332934945,3,High alcohol use,180
Grouped calendar-block bootstrap,Bootstrap 180,High_fasting_plasma_glucose,91.75446790526895,0.7584992226077276,1,High fasting plasma glucose,180
Grouped calendar-block bootstrap,Bootstrap 180,Low_physical_activity,16.19629684125676,0.13388861429506252,2,Low physical activity,180
Grouped calendar-block bootstrap,Bootstrap 180,Tobacco_use,5.391794404497041,0.04457190976786052,4,Tobacco use,180
Grouped calendar-block bootstrap,Bootstrap 181,High_alcohol_use,7.108648896787097,0.06046509215602282,3,High alcohol use,181
Grouped calendar-block bootstrap,Bootstrap 181,High_fasting_plasma_glucose,94.33952405610505,0.8024377204205257,1,High fasting plasma glucose,181
Grouped calendar-block bootstrap,Bootstrap 181,Low_physical_activity,11.99446828163722,0.10202313274178973,2,Low physical activity,181
Grouped calendar-block bootstrap,Bootstrap 181,Tobacco_use,4.123522039382335,0.0350740546816616,4,Tobacco use,181
Grouped calendar-block bootstrap,Bootstrap 182,High_alcohol_use,11.914430547374137,0.10526661439146037,2,High alcohol use,182
Grouped calendar-block bootstrap,Bootstrap 182,High_fasting_plasma_glucose,87.62238846947164,0.7741630741309296,1,High fasting plasma glucose,182
Grouped calendar-block bootstrap,Bootstrap 182,Low_physical_activity,8.716110091875581,0.07700874971630076,3,Low physical activity,182
Grouped calendar-block bootstrap,Bootstrap 182,Tobacco_use,4.930444520711899,0.043561561761309264,4,Tobacco use,182
Grouped calendar-block bootstrap,Bootstrap 183,High_alcohol_use,12.541625652593725,0.1092969852427953,2,High alcohol use,183
Grouped calendar-block bootstrap,Bootstrap 183,High_fasting_plasma_glucose,84.00727971161113,0.7321014568018517,1,High fasting plasma glucose,183
Grouped calendar-block bootstrap,Bootstrap 183,Low_physical_activity,12.098695029581295,0.10543696078440623,3,Low physical activity,183
Grouped calendar-block bootstrap,Bootstrap 183,Tobacco_use,6.10053858491866,0.0531645971709468,4,Tobacco use,183
Grouped calendar-block bootstrap,Bootstrap 184,High_alcohol_use,11.90243396662614,0.09521415697152355,2,High alcohol use,184
Grouped calendar-block bootstrap,Bootstrap 184,High_fasting_plasma_glucose,101.45573045646444,0.8116005409001747,1,High fasting plasma glucose,184
Grouped calendar-block bootstrap,Bootstrap 184,Low_physical_activity,8.308726559491719,0.06646610240284817,3,Low physical activity,184
Grouped calendar-block bootstrap,Bootstrap 184,Tobacco_use,3.34008639564409,0.026719199725453592,4,Tobacco use,184
Grouped calendar-block bootstrap,Bootstrap 185,High_alcohol_use,10.234540730124504,0.09395606610728313,2,High alcohol use,185
Grouped calendar-block bootstrap,Bootstrap 185,High_fasting_plasma_glucose,85.61620976749589,0.7859817530543948,1,High fasting plasma glucose,185
Grouped calendar-block bootstrap,Bootstrap 185,Low_physical_activity,8.8280770778656,0.08104431995533627,3,Low physical activity,185
Grouped calendar-block bootstrap,Bootstrap 185,Tobacco_use,4.250176736361841,0.03901786088298581,4,Tobacco use,185
Grouped calendar-block bootstrap,Bootstrap 186,High_alcohol_use,12.982547964747338,0.11533097110217937,2,High alcohol use,186
Grouped calendar-block bootstrap,Bootstrap 186,High_fasting_plasma_glucose,87.22821514343514,0.774895250710363,1,High fasting plasma glucose,186
Grouped calendar-block bootstrap,Bootstrap 186,Low_physical_activity,6.95917403833831,0.061822093944118355,3,Low physical activity,186
Grouped calendar-block bootstrap,Bootstrap 186,Tobacco_use,5.39781322163694,0.0479516842433393,4,Tobacco use,186
Grouped calendar-block bootstrap,Bootstrap 187,High_alcohol_use,10.405422169517944,0.1045439383892541,2,High alcohol use,187
Grouped calendar-block bootstrap,Bootstrap 187,High_fasting_plasma_glucose,81.54693545348503,0.8193072474133525,1,High fasting plasma glucose,187
Grouped calendar-block bootstrap,Bootstrap 187,Low_physical_activity,6.094658426414518,0.06123342086985652,3,Low physical activity,187
Grouped calendar-block bootstrap,Bootstrap 187,Tobacco_use,1.4845524933216545,0.014915393327536913,4,Tobacco use,187
Grouped calendar-block bootstrap,Bootstrap 188,High_alcohol_use,14.482941515327376,0.12475220440754467,2,High alcohol use,188
Grouped calendar-block bootstrap,Bootstrap 188,High_fasting_plasma_glucose,89.19477552876754,0.7683000623232406,1,High fasting plasma glucose,188
Grouped calendar-block bootstrap,Bootstrap 188,Low_physical_activity,8.012847589745242,0.06902053697755366,3,Low physical activity,188
Grouped calendar-block bootstrap,Bootstrap 188,Tobacco_use,4.403107490894549,0.037927196291661025,4,Tobacco use,188
Grouped calendar-block bootstrap,Bootstrap 189,High_alcohol_use,13.231231567290996,0.1102043026016356,2,High alcohol use,189
Grouped calendar-block bootstrap,Bootstrap 189,High_fasting_plasma_glucose,98.33165202140808,0.8190145474798536,1,High fasting plasma glucose,189
Grouped calendar-block bootstrap,Bootstrap 189,Low_physical_activity,5.9319018415011024,0.049407426830927414,3,Low physical activity,189
Grouped calendar-block bootstrap,Bootstrap 189,Tobacco_use,2.5661491697763696,0.021373723087583486,4,Tobacco use,189
Grouped calendar-block bootstrap,Bootstrap 190,High_alcohol_use,8.91244221584981,0.07442359504547118,2,High alcohol use,190
Grouped calendar-block bootstrap,Bootstrap 190,High_fasting_plasma_glucose,97.83432142804651,0.8169682050292126,1,High fasting plasma glucose,190
Grouped calendar-block bootstrap,Bootstrap 190,Low_physical_activity,8.341224611331436,0.06965362665163223,3,Low physical activity,190
Grouped calendar-block bootstrap,Bootstrap 190,Tobacco_use,4.664923578774666,0.03895457327368399,4,Tobacco use,190
Grouped calendar-block bootstrap,Bootstrap 191,High_alcohol_use,9.162799404210904,0.08427516542412469,2,High alcohol use,191
Grouped calendar-block bootstrap,Bootstrap 191,High_fasting_plasma_glucose,87.27285754137179,0.8026951351739845,1,High fasting plasma glucose,191
Grouped calendar-block bootstrap,Bootstrap 191,Low_physical_activity,8.768844594527035,0.0806517523937707,3,Low physical activity,191
Grouped calendar-block bootstrap,Bootstrap 191,Tobacco_use,3.5202853896819493,0.03237794700812015,4,Tobacco use,191
Grouped calendar-block bootstrap,Bootstrap 192,High_alcohol_use,18.728194699787043,0.1597747349064014,2,High alcohol use,192
Grouped calendar-block bootstrap,Bootstrap 192,High_fasting_plasma_glucose,81.3143138184267,0.6937119750566663,1,High fasting plasma glucose,192
Grouped calendar-block bootstrap,Bootstrap 192,Low_physical_activity,11.598306637191596,0.09894794442421698,3,Low physical activity,192
Grouped calendar-block bootstrap,Bootstrap 192,Tobacco_use,5.575431272781947,0.04756534561271542,4,Tobacco use,192
Grouped calendar-block bootstrap,Bootstrap 193,High_alcohol_use,11.70288189018474,0.10981993417090724,2,High alcohol use,193
Grouped calendar-block bootstrap,Bootstrap 193,High_fasting_plasma_glucose,85.69149640097338,0.8041296649891146,1,High fasting plasma glucose,193
Grouped calendar-block bootstrap,Bootstrap 193,Low_physical_activity,6.170641625179526,0.057905348736180244,3,Low physical activity,193
Grouped calendar-block bootstrap,Bootstrap 193,Tobacco_use,2.9992571298690405,0.028145052103797887,4,Tobacco use,193
Grouped calendar-block bootstrap,Bootstrap 194,High_alcohol_use,13.704574175858323,0.11896051797448427,2,High alcohol use,194
Grouped calendar-block bootstrap,Bootstrap 194,High_fasting_plasma_glucose,88.02232421566458,0.7640646945790736,1,High fasting plasma glucose,194
Grouped calendar-block bootstrap,Bootstrap 194,Low_physical_activity,7.013665270761532,0.060881078302981104,3,Low physical activity,194
Grouped calendar-block bootstrap,Bootstrap 194,Tobacco_use,6.462147364896887,0.05609370914346091,4,Tobacco use,194
Grouped calendar-block bootstrap,Bootstrap 195,High_alcohol_use,9.963060818711186,0.08565580588127238,3,High alcohol use,195
Grouped calendar-block bootstrap,Bootstrap 195,High_fasting_plasma_glucose,88.37476564715891,0.7597877709287343,1,High fasting plasma glucose,195
Grouped calendar-block bootstrap,Bootstrap 195,Low_physical_activity,11.422853660868372,0.0982061390158303,2,Low physical activity,195
Grouped calendar-block bootstrap,Bootstrap 195,Tobacco_use,6.554387091483702,0.0563502841741631,4,Tobacco use,195
Grouped calendar-block bootstrap,Bootstrap 196,High_alcohol_use,15.117682344773236,0.12444125691229391,2,High alcohol use,196
Grouped calendar-block bootstrap,Bootstrap 196,High_fasting_plasma_glucose,98.56536546033972,0.8113411623670584,1,High fasting plasma glucose,196
Grouped calendar-block bootstrap,Bootstrap 196,Low_physical_activity,5.638054175789961,0.046409663344823646,3,Low physical activity,196
Grouped calendar-block bootstrap,Bootstrap 196,Tobacco_use,2.1633857194115134,0.01780791737582406,4,Tobacco use,196
Grouped calendar-block bootstrap,Bootstrap 197,High_alcohol_use,17.86601166922791,0.13966661534842045,2,High alcohol use,197
Grouped calendar-block bootstrap,Bootstrap 197,High_fasting_plasma_glucose,98.37267524494844,0.7690232631995729,1,High fasting plasma glucose,197
Grouped calendar-block bootstrap,Bootstrap 197,Low_physical_activity,7.2139365769046195,0.056394573321018104,3,Low physical activity,197
Grouped calendar-block bootstrap,Bootstrap 197,Tobacco_use,4.4663614765028745,0.03491554813098855,4,Tobacco use,197
Grouped calendar-block bootstrap,Bootstrap 198,High_alcohol_use,7.961529468569686,0.06605544827756202,3,High alcohol use,198
Grouped calendar-block bootstrap,Bootstrap 198,High_fasting_plasma_glucose,93.83371825989555,0.7785223112816523,1,High fasting plasma glucose,198
Grouped calendar-block bootstrap,Bootstrap 198,Low_physical_activity,14.208356787768357,0.11788430610082154,2,Low physical activity,198
Grouped calendar-block bootstrap,Bootstrap 198,Tobacco_use,4.524371240068884,0.037537934339964246,4,Tobacco use,198
Grouped calendar-block bootstrap,Bootstrap 199,High_alcohol_use,6.0162326525239385,0.054012001214351284,3,High alcohol use,199
Grouped calendar-block bootstrap,Bootstrap 199,High_fasting_plasma_glucose,94.29926353903377,0.8465915849590655,1,High fasting plasma glucose,199
Grouped calendar-block bootstrap,Bootstrap 199,Low_physical_activity,7.1384542234570665,0.06408698274396063,2,Low physical activity,199
Grouped calendar-block bootstrap,Bootstrap 199,Tobacco_use,3.93301020968048,0.035309431082622654,4,Tobacco use,199
Grouped calendar-block bootstrap,Bootstrap 200,High_alcohol_use,8.73212075987283,0.0791060837248151,3,High alcohol use,200
Grouped calendar-block bootstrap,Bootstrap 200,High_fasting_plasma_glucose,85.57996453029268,0.7752865570080176,1,High fasting plasma glucose,200
Grouped calendar-block bootstrap,Bootstrap 200,Low_physical_activity,10.65864499400315,0.09655886427536924,2,Low physical activity,200
Grouped calendar-block bootstrap,Bootstrap 200,Tobacco_use,5.414215458425529,0.04904849499179803,4,Tobacco use,200
